"link href","picture src","common-text","common-text 2","common-text 3","common-text 4","common-text 5","common-text 6","common-text 7","common-text 8","common-text 9","common-text 10","common-text 11","common-text 12","common-text 13","common-text 14","common-text 15","common-text 17","common-text 19"
"https://auto.ria.com/uk/auto_bmw_x3_39481807.html","https://cdn2.riastatic.com/photosnew/auto/photo/_x3__631405722fx.jpg","Перевірений VIN","HH 4193 AK","BMW X3 2023","G01 (FL)  •  30i Steptronic (245 к.с.) xDrive","39 400 $","· 1 745 026 грн","32 тис. км","Автомат","Бензин, 2 л","Одеса","Доступний кредит","Торг","5UX53DP01R9U95147

 
BMW X3 G01 2023рік (12місяць)

 • Двигун: 2.0 бензин
 • Привід: xDrive (повний)
 • Коробка передач: 8-ступенева АКПП
 • Пробіг: 32 000 км
       • Технічно повністю справна
 • Вкладень не потребує
 • Готовий до перевірок на будь-якому СТО
 • Безпека ціла, завод","Годину тому","Обмін","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_audi_a4_39481805.html","https://cdn0.riastatic.com/photosnew/auto/photo/_a4__631406235fx.jpg","Перевірений VIN","AI 4950 OX","Audi A4 2011","B8/8K  •  2.0 TFSI АТ (211 к.с.) Quattro  •  S-Line","10 700 $","· 473 903 грн","280 тис. км","Автомат","Бензин, 1.98 л","Одеса","Готовий до перевірок","Доступний кредит","Продаю власне авто , комплектація S line , преміальна музика  , є додатковий комплект резини з дисками . Можливий торг під час огляду . Всі питання по телефону , перекупам не турбувати .","Годину тому","Торг","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_vaz-lada_2113-samara_39481790.html","https://cdn2.riastatic.com/photosnew/auto/photo/_2113-samara__631406607fx.jpg","","","ВАЗ / Lada 2113 Samara 2006","I поколiння  •  21134 1.6 МТ (98 к.с.)  •  Стандарт","1 800 $","· 79 722 грн","115 тис. км","Ручна / Механіка","Бензин, 1.6 л","Міжгір'я","Готовий до перевірок","Доступний кредит","Хороший автомобіль, перебуває у одного власника, куплений з салону, технічно справний сів і поїхав!","Годину тому","","",""
"https://auto.ria.com/uk/auto_kia_ceed_39481771.html","https://cdn3.riastatic.com/photosnew/auto/photo/_ceed__631404918fx.jpg","Перевірений VIN","BC 4430 PH","Kia Ceed 2008","I покоління  •  1.4 CVVT MT (109 к.с.)  •  Base","4 500 $","· 199 305 грн","193 тис. км","Ручна / Механіка","Бензин, 1.4 л","Львів (Львівська)","Доступний кредит","Торг","Машина в доброму стані.Ходова зроблена повністю(є відповідні записи з СТО)Мотор в нормі.Салон не зачуханий. Загалом, всі питання по телефону. Торг є, але адекватний. Машина варта своїх грошей.","Годину тому","","",""
"https://auto.ria.com/uk/auto_zaz_sens_39481767.html","https://cdn1.riastatic.com/photosnew/auto/photo/_sens__631405236fx.jpg","Перевірений VIN","AT 5157 IB","ЗАЗ Sens 2010","I покоління/D4","2 000 $","· 88 580 грн","151 тис. км","Ручна / Механіка","Бензин, 1.3 л","Коломия","Доступний кредит","Торг","Продам автомобіль в хорошому стані, економна комфортна, робив для себе
Зимова ризина нова
Продаж в звязку з покупкою іншого авто","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_bmw_1-series_39481759.html","https://cdn0.riastatic.com/photosnew/auto/photo/_1-series__631406780fx.jpg","Перевірений дилер","","BMW 1 Series 2008","E81  •  118i (143 к.с.)  •  Base","5 240 $","· 232 080 грн","271 тис. км","Ручна / Механіка","Бензин, 2 л","Вінниця","Готовий до перевірок","Доставка у ваше місто","Код товара: 73751

Можливий обмін на будь-яке авто (Trade-in), питання з обміну виключно за телефоном.
Компанія ""Автопарк"" гарантує професійний супровід угоди та її безпеку.

Надаємо кредит та лізинг на вигідних умовах. Можливе дострокове погашення.

Повну інформацію дивіться у нас на сайті.

Пропонуєм вашій увазі автомобіль BMW 1 Series 2008 року випуску з бензиновим двигуном 2.0 л на 150 к.с. та механічною КПП! Авто було пригнане з Європи в 2023 та має лише одного власника в Україні. Технічно без будь яких нарікань! Масла та фільтра в Двигуні були замінені менше 1 тис.км тому. Комплектація включає в себе: салон з текстилю, бортовий компютер, електросклопідіймачі, клімат контроль на 2 зони, мультикермо, додатково встановлена мультимедіа з CarPlay та камера заднього виду, задні парктроники, запуск з кнопки, підігріви передніх сидінь та багато інших корисних функцій. Стоїть на 16R штампованих дисках на зимовій гумі. Авто дійсно варте вашої уваги. Запрошуєм вас на тест-драйв!","Годину тому","Доступний кредит","",""
"https://auto.ria.com/uk/auto_nissan_rogue_39481763.html","https://cdn3.riastatic.com/photosnew/auto/photo/_rogue__631405643fx.jpg","Перевірений VIN","BI 6062 IK","Nissan Rogue 2017","","14 000 $","· 620 060 грн","215 тис. км","Варіатор","Газ/Бензин, 2.49 л","Полтава","Доступний кредит","Торг","Продаж від першого власника в Україні
Нова коробка, замінена на 200 000 пробігу в Америці
Повністю зроблена ходова
Замінений корпус пічки
Замінені всі масла ( ТО через 5000 км) 
Вписаний, але не встановлений газ
Краще обслуженого автомобіля в Полтаві немає, все робили для себе
Готові до будь яких СТО","Годину тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_bmw_3-series_39481731.html","https://cdn1.riastatic.com/photosnew/auto/photo/_3-series__631405101fx.jpg","Перевірений VIN","DI 9447 IT","BMW 3 Series 2010","E90 (FL)","8 999 $","· 398 566 грн","221 тис. км","Автомат","Бензин, 3 л","Біла Церква","Готовий до перевірок","Доступний кредит","Продам авто дружини в доброму стані. Обслуговувалась на WBM studio, весь звіт робіт є. По кузову є сліди використання нічого критичного. Можливий обмін.Всі додаткові питання по телефону.","Годину тому","Торг","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_audi_q7_39481746.html","https://cdn4.riastatic.com/photosnew/auto/photo/_q7__631403789fx.jpg","Перевірений VIN","BK 0808 EC","Audi Q7 2015","Typ 4L (FL)","24 999 $","· 1 107 206 грн","310 тис. км","Автомат","Дизель, 2.97 л","Березне","Вперше на AUTO.RIA","Доступний кредит","Максимальна комплектація (камери зад перед, підігріви та обдуви сидінь), black edition (чорний салон, чорна стеля), повний s-line.  На 21  дисках. Екологія на місці і працює справно. Заміна масла та фільтрів кожні 10 тисяч синтетика. Автомобіль цілком і повністю готовий до поїздок. Робити нічого не потрібно. Капот та фари в бронеплівці. Інша інформація та більше деталей по телефону! Реальному покупцю хороший торг!!!","Годину тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_nissan_leaf_39481701.html","https://cdn4.riastatic.com/photosnew/auto/photo/_leaf__631403444fx.jpg","Перевірений VIN","BI 3454 YA","Nissan Leaf 2013","I покоління (FL)  •  30 kWh (110 к.с.)  •  Tekna","6 299 $","· 278 983 грн","179 тис. км","100 км","Електро, 30 кВт-год","Кременчук","Готовий до перевірок","Доступний кредит","Nissan Leaf 2013г. 30кв.
Автомобіль в хорошому стані є пару моментів по кузову на задньому бампері і на капоті на фото видно. 
Ходова частина в автомобілі ідеальна. 
По батарейці з 30 кВт залишилось 20 кВт.
Стоїть дизельний обігрівач салону.","Годину тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_honda_hr-v_39481702.html","https://cdn1.riastatic.com/photosnew/auto/photo/_hr-v__631402396fx.jpg","Перевірений VIN","BI 5901 HE","Honda HR-V 1999","I покоління  •  5d 1.6 MT (105 к.с.) 4WD  •  Base","4 300 $","· 190 447 грн","370 тис. км","Ручна / Механіка","Газ/Бензин, 1.59 л","Кременчук","Вперше на AUTO.RIA","Доступний кредит","Доброго дня, продам свое авто Honda hrv 1999, повний привід 

Машина в володінні 3 роки, є недоліки по лкп, ходова вся в нормі багато чого зроблено, в цьому році замінені передні важелі разом з Сайлент блоками та шаровими опорами, в минулому році замінені всі Сайлент блоки та подушка карданну , масло замінене 3500 км тому, також в минулому році було обслуговування гбо, також було відрегульовано клапана, машина їздить кожен день все працює справно","Годину тому","Торг","",""
"https://auto.ria.com/uk/auto_mazda_cx-5_39481705.html","https://cdn1.riastatic.com/photosnew/auto/photo/_cx-5__631398576fx.jpg","Перевірений VIN","AX 1999 IP","Mazda CX-5 2017","II покоління  •  2.5 AT (188 к.с.)  •  Base","19 500 $","· 863 655 грн","139 тис. км","Автомат","Бензин, 2.5 л","Харків","Готовий до перевірок","Доступний кредит","Mazda CX-5 Touring — у відмінному стані

Продаю свою Mazda CX-5 2017 року — надійну, економічну та дуже комфортну.
Авто в сім’ї з нуля, я перша й єдина власниця, робила все для себе, акуратно їздила та вчасно обслуговувала. Повністю готова до будь-яких поїздок — просто сідай і їдь 
 
Основне:
	•	2017 рік випуску
	•	Пробіг 139 000 км — чесний і підтверджуваний
	•	Комплектація Touring
	•	Надійний атмосферний двигун Skyactiv 2.5
	•	АКПП — працює ідеально
	•	Передній привід
	•	Місто: Харків
     
Технічний стан:
	•	Авто обслуговувалося за регламентом
	•	Мотор сухий, працює відмінно
	•	Коробка перемикає плавно
	•	Підвіска тиха, без сторонніх звуків
	•	Усі системи, електроніка та мультимедіа — повністю справні

Салон та оснащення:
	•	Доглянутий салон: комбінація шкіра + замша
	•	Клімат-контроль
       •     Auto hold
	•	Мультируль
	•	Камера заднього виду
	•	Підігрів сидінь та дзеркал
	•	Чудова шумоізоляція
	•	Тоновані вікна
	•	Сучасні стильні фари
	•	Безключовий доступ
	•	Шторка в багажнику
       •     Комплект якісних килимків

Системи безпеки:
	•	LDWS — система попередження про вихід зі смуги
	•	BSM — датчики сліпих зон
	•	TCS — система протибуксування
       •     Вся безпека ціла, подушки не спрацьовували


Чому варто обрати саме цю CX-5?
Автомобіль у відмінному співвідношенні “ціна — стан”
Регулярно обслуговувався, використовувалися лише якісні витратні матеріали","Годину тому","","","Був в ДТП"
"https://auto.ria.com/uk/auto_chery_amulet_39481713.html","https://cdn1.riastatic.com/photosnew/auto/photo/_amulet__631402031fx.jpg","Перевірений VIN","CE 3412 AM","Chery Amulet 2008","I поколiння/A15  •  1.6 MT (94 к.с.)","999 $","· 44 246 грн","120 тис. км","Ручна / Механіка","Бензин, 1.6 л","Івано-Франківськ","Торг","Обмін","авто на ходу кожного дня
бампер є тільки поставити немає часу","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_mercedes-benz_e-class_39481577.html","https://cdn3.riastatic.com/photosnew/auto/photo/_e-class__631386278fx.jpg","Перевірений VIN","AC 6258 HC","Mercedes-Benz E-Class 2003","W211","6 499 $","· 287 841 грн","290 тис. км","Ручна / Механіка","Дизель, 2.69 л","Нововолинськ","Вперше на AUTO.RIA","Готовий до перевірок","Продам свій Mercedes-Benz E270 CDI  в кузові W211 , 2003 року випуску з самим надійним та легендарним двигуном 2.7 CDI з шестиступінчатою механічною коробкою передач, в збереженому та обслуженому стані.Більше інформації надам по телефону.","Годину тому","Доступний кредит","",""
"https://auto.ria.com/uk/auto_mercedes-benz_a-class_39473454.html","https://cdn1.riastatic.com/photosnew/auto/photo/_a-class__631408416fx.jpg","Перевірений дилер","","Mercedes-Benz A-Class 2021","V177  •  200 AT (163 к.с.)  •  Base","24 940 $","· 1 104 593 грн","18 тис. км","Автомат","Бензин, 1.4 л","Київ","Готовий до перевірок","Є звіт по VIN","Код товара: 74588

Можливий обмін на будь-яке авто (Trade-in), питання з обміну виключно за телефоном.
Компанія ""Автопарк"" гарантує професійний супровід угоди та її безпеку.

Надаємо кредит та лізинг на вигідних умовах. Можливе дострокове погашення.

Повну інформацію дивіться у нас на сайті.

В продажу Офіційний автомобіль Mercedes-Benz A 200. Майже новий автомобіль з мінімальним пробігом. Салон в ідеальному стані, ходова без нарікань, двигун без підтікань. Комбінований салон, підігрів сидінь, мультимедійна система з навігацією, пам?ять сидінь, кругові парктроніки, задня камера та багато іншого. Запрошуємо на перегляд. Можлива доставка по Україні! Готові до будь-яких перевірок.","Годину тому","Доставка у ваше місто","",""
"https://auto.ria.com/uk/auto_porsche_panamera_39462057.html","https://cdn1.riastatic.com/photosnew/auto/photo/_panamera__630842781fx.jpg","Перевірений VIN","AE 4050 XC","Porsche Panamera 2018","971  •  Sport Turismo 4 E-Hybrid 2.9 PDK (462 к.с.)  •  Base","72 000 $","· 3 188 880 грн","62 тис. км","Робот","Гібрид, 2.89 л","Дніпро (Дніпропетровськ)","Доступний кредит","","2018 р. з пробігом 62 тис., офіціал, куплена в Дніпрі, батарея на гарантії до 08.26 року, два комплекти дисків і три комплекти резини, морда, ручки пороги, задній бампер в плівці, кераміка.","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_audi_a2_39480555.html","https://cdn0.riastatic.com/photosnew/auto/photo/_a2__631373245fx.jpg","Перевірений VIN","CA 6364 KI","Audi A2 2001","8Z","3 000 $","· 132 870 грн","260 тис. км","Ручна / Механіка","Бензин, 1.39 л","Житомир","Доступний кредит","","Авто рівненьке як струна,не фарбоване і ніяких косячків взагалі немає!
Гарне світло!
Клімат працює!
Салон в класному стані,легенька хімчистка і як новий!Сидіння в чохлах,під чохлами ціленькі,не просажені!
Камера заднього виду!Музика класна!
Лобаш цілий!
Ціна вказана без торгу!!!","Годину тому","","",""
"https://auto.ria.com/uk/auto_nissan_leaf_39391771.html","https://cdn2.riastatic.com/photosnew/auto/photo/_leaf__628882492fx.jpg","Перевірений VIN","AX 1526 ZA","Nissan Leaf 2011","I покоління","8 900 $","· 394 181 грн","148 тис. км","Не вказано","Електро, 40 кВт-год","Харків","Доступний кредит","","Повністю обслуговуваний автомобіль, стоїть нова гума.
Вебасто,Сох 100% запас ходу 220-250","Годину тому","","",""
"https://auto.ria.com/uk/auto_opel_insignia_39391862.html","https://cdn0.riastatic.com/photosnew/auto/photo/_insignia__628847935fx.jpg","Перевірений VIN","BK 2546 HO","Opel Insignia 2009","I покоління  •  Sports Tourer 1.6T MT (180 к.с.)  •  Cosmo","7 000 $","· 310 030 грн","175 тис. км","Ручна / Механіка","Бензин, 1.6 л","Львів (Львівська)","Доступний кредит","","Авто пригнане з Німеччини, з пробігом 149500 на сьогодні 170 тис. 19-ті титани в комплекті.
Писати на ВАЙБЕР: +**********","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_renault_sandero_39609661.html","https://cdn1.riastatic.com/photosnew/auto/photo/_sandero__635043301fx.jpg","Перевірений VIN","AB 6208 CP","Renault Sandero 2017","II покоління (FL)  •  1.5DСi 5МТ (90 к.с.) Stepway+  •  Base","11 500 $","· 509 335 грн","144 тис. км","Ручна / Механіка","Дизель, 1.46 л","Київ","Вперше на AUTO.RIA","Готовий до перевірок","Продам Renault Sandero Stepway+ 2017 року.
Офіційний автомобіль, куплений у дилера в Україні. Перший власник.
Надійний, економний і практичний автомобіль для міста та поїздок за місто. Двигун 1.5 дизель, механічна коробка передач, пробіг 144 тис. км.
Авто в хорошому стані, комплектація Stepway+: клімат-контроль, круїз-контроль, ліміт швидкості, камера заднього огляду, парктронік, ESP, ABS, сигналізація

Було незначне ДТП в перші роки користування: по КАСКО були замінені бампер і решітка радіатора. Усе відновлено, авто в хорошому стані, без критичних пошкоджень. Оглянути можна на лівому березі в районі Дарницької площі.","Годину тому","Доступний кредит","","Був в ДТП"
"https://auto.ria.com/uk/auto_toyota_rav4_39391731.html","https://cdn0.riastatic.com/photosnew/auto/photo/_rav4__628881630fx.jpg","Перевірений дилер","","Toyota RAV4 2022","V покоління (FL)  •  2.5 e-CVT (222 к.с.) AWD-i  •  Adventure","42 940 $","· 1 901 813 грн","19 тис. км","Автомат","Бензин, 2.5 л","Київ","Готовий до перевірок","Доставка у ваше місто","Код товара: 73590

Можливий обмін на будь-яке авто (Trade-in), питання з обміну виключно за телефоном.
Компанія ""Автопарк"" гарантує професійний супровід угоди та її безпеку.

Надаємо кредит та лізинг на вигідних умовах. Можливе дострокове погашення.

Повну інформацію дивіться у нас на сайті.

Продається Toyota RAV4 у комплектації Adventure, пригнана з Канади від першого власника. Автомобіль має мінімальний пробіг — лише 19 000 км та перебуває у відмінному технічному й візуальному стані, максимально наближеному до нового. Доступна у двох кольорах, оснащена повним приводом, що забезпечує впевненість на будь-якому покритті. Авто обладнане сучасними електронними помічниками руху, а також камерами переднього та заднього огляду, що значно підвищують комфорт та безпеку. Для зимових умов передбачено підігрів переднього та заднього скла, підігрів руля та сидінь.","Годину тому","Доступний кредит","","Був в ДТП"
"https://auto.ria.com/uk/auto_peugeot_expert_39391799.html","https://cdn4.riastatic.com/photosnew/auto/photo/_expert__628882209fx.jpg","Перевірений VIN","BC 5319 BA","Peugeot Expert 2006","I покоління (FL)  •  2.0 МТ (136 к.с.)  •  Base","5 500 $","· 243 595 грн","329 тис. км","Ручна / Механіка","Дизель, 2 л","Стрий","Вперше на AUTO.RIA","Доступний кредит","Автомобіль в хорому стані на свої роки 
Салон доглянутий панель дверні карти в ідеальному стані
Обшита буда 
Підлога ціла без пошкодженнь
Підсвітка по салону,холодний неон,підсвітка ніг водія пасажирів","Годину тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_volkswagen_jetta_39391719.html","https://cdn1.riastatic.com/photosnew/auto/photo/_jetta__628880396fx.jpg","Перевірений VIN","AI 7073 IH","Volkswagen Jetta 2012","VI покоління  •  2.0 MPI AT (115 к.с.)  •  Base","7 700 $","· 341 033 грн","243 тис. км","Автомат","Газ/Бензин, 2 л","Буча","Готовий до перевірок","Торг","Volkswagen Jetta 6 2012 року на моторі 2.0 бензин (115к.с.) за час володіння даним авто було замінено передні стойки,передні тормозні диски, перебрана вся ходова частина, замінені задні пружини, замінено штатний пластиковий захист двигуна и акпп на металевий, замінено радіатор пічки, стоїть нова зимова резина, грм мінявся на 230тисячах, зараз 243000
масло і фільтра мінялись вчасно, також на 230т була заміна фільтра і масла в акпп. По косякам видно на фото: лобове тріщина, крило ліве є вмʼятина, ну і сліди експлуатації по кузов також присутні(на це все буде торг)","Годину тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_renault_megane_39391811.html","https://cdn3.riastatic.com/photosnew/auto/photo/_megane__628881443fx.jpg","Перевірений VIN","AI 3452 TA","Renault Megane 2011","III покоління  •  1.5 dCi MT (110 к.с.) FAP","7 200 $","· 318 888 грн","244 тис. км","Ручна / Механіка","1.5 л","Київ","Доступний кредит","","Продам авто в одному з найкращих станів в країні, перший власник в Україні(в минулому році було переоформлення вже з колишньої дружини, тому і продаж став актуальним)
20тис тому перед тим як дружина мала їхати в Європу на невизначений термін замінив для спокою усе, що сказали на СТО на 80тис грн, а саме:
-Щеплення в зборі( найдорожче, що було SAKS)
-Пружини з амортизаторами Kayaba
-Усі сайлентблоки, стойки стабілізатора, шарові, короче усю ходовку.
-Усі рідини та оливи і в КПП також, свічки наказу, ГРМ, помпу і т.д. усі чеки є!
Купляли у родичів в Бельгії (брали з салону) без ДТП , скло по колу рідні, в рідній фарбі, були вм'ятини малі на крилах, але перед продажем усе довів до розуму, щоб відповідало автомобілю в цілому.
нічого не димить, заводиться з півобороту. Усе як має бути на такий малий пробіг. 
Гарна комплектація, топовий двигун у них К9К на максимальні 110л.с., сидіння ковши зручні, мультикермо, круїз, клімат, екран навігації переведений, Старт-Стоп, 2 ключі, Гума 2 комплекти Зима і Літо висока, практична, з максимальними дисками 17 радіус, з парктроніки, якщо для дівчини взагалі топ функція,  тоб то повністю ідеальний згуртований варіант, щоб купити і їздити і ні за що не доплачувати.
Торг тільки біля капота, не великий, бо розумію в якому стані продаю авто, яких дійсно не має обслуговуваних на стільки добре, тому і не по низу ринку. Чекаю покупця котрий знає, що скупий платить двічі в одразу шукає якісне авто!","Годину тому","","",""
"https://auto.ria.com/uk/auto_audi_q3_39391637.html","https://cdn4.riastatic.com/photosnew/auto/photo/_q3__628877294fx.jpg","Перевірений VIN","CB 1233 ET","Audi Q3 2021","F3  •  35 TFSI S-tronic (150 к.с.)","37 500 $","· 1 660 875 грн","80 тис. км","Робот","Гібрид (MHEV), 1.5 л","Київ","Готовий до перевірок","Доступний кредит","Офіційний автомобіль , придбаний на Ауді Центр Київ . Ми 2 гі власники , також купували це авто на Ауді Центр Київ
Авто без ДТП 
Нічого не фарбувалося , обслуговувалося все по регламенту 
В дуже рідкому та гарному кольорі 
По авто зауважень немає","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_audi_a3_39391705.html","https://cdn3.riastatic.com/photosnew/auto/photo/_a3__628878223fx.jpg","Перевірений VIN","AX 8324 KK","Audi A3 2018","8V (FL)  •  2.0 TFSI S-tronic (190 к.с.)  •  S-line","17 000 $","· 752 930 грн","91 тис. км","Автомат","Бензин, 1.98 л","Харків","Готовий до перевірок","Доступний кредит","Продаю Audi A3 2018 року в заводському S-Line обвесі. Авто в дуже гарному технічному та візуальному стані, доглянуте, без зауважень по ходовій чи двигуну.
Автомобіль в дуже гарній комплектації:
?Електро регулювання передніх сидінь.
?Парктронік  зад перед.
?Камера заднього огляду.
?мертві зони. 
?дистронік.
?безпровідна зарядка телефона.
?підігрів сидінь передніх.
?CarPlay та Android auto.
?Ambient Light салону.
?два комплекти шин (зима та літо)
Пройдено ТО , було замінено усі гальмівні колодки.



? Рік випуску: 2018
? Комплектація: S-Line (зовнішній обвіс)
? Стан: повністю обслужене, вкладень не потребує
? Салон: охайний, не прокурений
Гарний зовнішній вигляд

Автомобіль дарує комфорт і динаміку, ідеально підходить як для міста, так і для траси. Їде м’яко, керується чітко.

? Повний комплект документів
? Перевірка на будь-якому СТО","Годину тому","Торг","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_audi_a4_39391760.html","https://cdn2.riastatic.com/photosnew/auto/photo/_a4__628878882fx.jpg","Перевірений VIN","AB 9987 MA","Audi A4 2016","B9/8W  •  2.0 TFSI S-tronic (252 к.с.) Quattro  •  S-line","21 900 $","· 969 951 грн","153 тис. км","Автомат","Бензин, 1.98 л","Вінниця","Вперше на AUTO.RIA","Готовий до перевірок","AUDI A4 B9 PREMIUM PLUS Quattro S-Line 2016
Продам Ауді А4 в комплектації Ultra s-line. Asto пригнане у 2025 році. Перший власник.
Купувалось з мінімальними пошкодженнями , всі подушки безпеки цілі.
Безключовий доступ зі старт/стоп. Цифрова панель приладів з можливістю виведення карт навігації. Мультимедійний дисплей з
CarPlay (Apple) та Android Auto.
Професійно та якісно відремонтовано. Чистий
та охайний салон без будь-яких пошкоджень,
автомобіль технічно повністю
справний та обслужений.Фари Full LED. Стеля чорна, Диски R-19. шкіряний салон, парктронік передній і задній, датчики сліпих зон.Фари Full LED. Стеля чорна, Диски R-19. шкіряний салон, парктронік передній і задній, датчики сліпих зон.","Годину тому","Доступний кредит","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_audi_a4_39391681.html","https://cdn3.riastatic.com/photosnew/auto/photo/_a4__628877658fx.jpg","Перевірений VIN","AB 5814 EC","Audi A4 2005","B7/8E","5 300 $","· 234 737 грн","330 тис. км","Автомат","Газ/Бензин, 1.8 л","Вінниця","Вперше на AUTO.RIA","Доступний кредит","Пропоную вашій увазі сімейне комфортне авто. В Україні я перший власник, особисто пригнав з Німечини у 2019р. По авто багато чого зроблено: косметичні підкраси, новий АКБ, встановлено ГБО 4 покоління замінено нову ГБЦ та багато іншого. Незвертаючи увагу на її роки, надійна техніка Німецька якість.","Годину тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_bmw_5-series_39391625.html","https://cdn1.riastatic.com/photosnew/auto/photo/_5-series__628877156fx.jpg","Перевірений VIN","AC 0707 MI","BMW 5 Series 2015","F10 (FL)  •  520d Steptronic (190 к.с)  •  Base","18 500 $","· 819 365 грн","326 тис. км","Автомат","Дизель, 2 л","Горохів","Готовий до перевірок","Доступний кредит","","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_nissan_x-trail_39391653.html","https://cdn4.riastatic.com/photosnew/auto/photo/_x-trail__628926564fx.jpg","Перевірений VIN","","Nissan X-Trail 2016","T32  •  1.6 dCi CVT (130 к.с.)","16 200 $","· 717 498 грн","185 тис. км","Автомат","Дизель, 1.6 л","Одеса","Готовий до перевірок","Доступний кредит","Автомобіль 2016 року був куплений у офіційного дилера і частково обклеєний в броньовану плівку! стан автомобіля ідеальний!","Годину тому","Торг","",""
"https://auto.ria.com/uk/auto_volkswagen_up_39389262.html","https://cdn0.riastatic.com/photosnew/auto/photo/_up__628811130fx.jpg","Перевірений VIN","DI 8161 IA","Volkswagen Up 2014","I покоління","8 900 $","· 394 181 грн","192 тис. км","Автомат","Бензин, 1 л","Старокостянтинів","Готовий до перевірок","Доступний кредит","","Годину тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_dacia_logan_39300551.html","https://cdn2.riastatic.com/photosnew/auto/photo/_logan__626372652fx.jpg","Перевірений VIN","AX 2140 HM","Dacia Logan 2007","I покоління  •  1.6 MT (105 к.с.)  •  Prestige","3 950 $","· 174 946 грн","247 тис. км","Ручна / Механіка","Газ/Бензин, 1.6 л","Харків","Вперше на AUTO.RIA","Доступний кредит","Машина в робочому стані • Великих вкладень не потребує Повністю обслужена Газ 4 покоління працює чітко Двигун 1.6/16 Замінив все що можна було замінити• Є не критичні іржі по кузову • Більше інформації по телефону • Зв'язок по Вотсап Телеграмм Вайбер","Годину тому","","",""
"https://auto.ria.com/uk/auto_daewoo_sens_39329855.html","https://cdn0.riastatic.com/photosnew/auto/photo/_sens__627194945fx.jpg","Перевірений VIN","AC 2978 HM","Daewoo Sens 2003","","1 500 $","· 66 435 грн","100 тис. км","Ручна / Механіка","Газ/Бензин, 1.5 л","Луцьк","Доступний кредит","","Авто повністю на ходу власник помер не переоформляється","Годину тому","","",""
"https://auto.ria.com/uk/auto_nissan_leaf_39609762.html","https://cdn0.riastatic.com/photosnew/auto/photo/_leaf__635050140fx.jpg","Перевірений VIN","","Nissan Leaf 2013","I покоління (FL)  •  24 kWh (109 к.с.)  •  Tekna + Winterpaket","6 900 $","· 305 601 грн","102 тис. км","120 км","Електро, 24 кВт-год","Полтава","Доступний кредит","","Автомобіль третій рік в сімʼї, друге авто. Я другий власник в Україні. Купляв у знайомого. Автомобілем дуже задоволений, усе працює. Встановив автономний обігрів з ДУ. Зараз в зимку проїздах, майже як і літом. Загалом зараз авто прогнозує на 100% пробіг 120 км. За 30 тис.км володіння не доводив до черепахи та заряджаю до 80 %. Для моїх потреб на день хватає. Авто  кінець 2013 року, це рейстайлінг. Max комплектація с чадемо та може заряджатися 6,6 кВч. Швидких зарядок не було. Усе від мережі.  Масло в редукторі замінено. Нова літня резина. Два ключа.","Годину тому","","","Був в ДТП"
